,Product,Price,specifications
20,"ASUS Vivobook Go 15 (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ322WS Thin and Light Laptop  (15.6 Inch, Mixed Black, 1.63 Kg, With MS Office)",38990," &Laptop, battery, power adapter, user guide&E1504FA-NJ322WS&90NB0ZR2-M008C0&E1504FA-NJ322WS&Vivobook Go 15 (2023)&Mixed Black&Thin and Light Laptop&Processing & Multitasking&Yes&AMD&Ryzen 3 Quad Core&Yes&512 GB&8 GB&LPDDR5&7320U&2.4 GHz upto max turbo frequency at 4.1 Ghz&NA&AMD Radeon AMD&1 TB&Windows 11 Home&1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit LCD, Anti-glare display, 250nits Brightness, TUV Rheinland-certified, 84 % Screen-to-body ratio&Built-in Speakers&Yes&Wi-Fi 6E(802.11ax) (Dual band) 1*1&v5.0&360.3 x 232.5 x 17.9 mm&1.63 Kg&Not Available&720p HD camera With privacy shutter&No&Chiclet Keyboard&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
21,"AXL Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) AXL14W_LAP01 Thin and Light Laptop  (14.1 inch, Space Grey)",14990," &1 Unit Laptop, 1 Unit Adaptor, 1 Guide Manual&AXL14W_LAP01&AXL14W_LAP01&AXL Vayu Book&Space Grey&Thin and Light Laptop&Everyday Use, Entertainment, Performance, Travel & Business, Processing & Multitasking&5-6 hour&No&Intel&Celeron Dual Core&Yes&128 GB&4 GB&DDR4&Intel Integrated&Windows 11 Home&Android&No&35.81 cm (14.1 inch)&1920x1080$$Pixels pixel&yes&Not Available&1 year warranty on domestic&Carry - in&Manufacturing defects&Any kind of physical damage including electrical surge. No software coverage in warranty"
22,"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN|81X800N2IN Thin and Light Laptop  (15.6 Inch, Grey, 1.7 Kg, With MS Office)",36990," &Laptop, Power Adaptor, User Guide, Warranty Documents&81X800J3IN|81X800LGIN|81X800N2IN&81X800J3IN|81X800LGIN|81X800N2IN&15ITL05&IdeaPad Slim 3 Intel&Grey&Thin and Light Laptop&Processing & Multitasking&Upto 8 Hours&65W Round Tip&Yes&Intel&Core i3&11th Gen&Yes&512 GB&8 GB&DDR4&1115G4&Intel SoC Platform&4.1&2&16GB&2666 MHz&6&Intel Integrated UHD Graphics&2&NA&64 bit&Windows 11 Home&Windows 11 Home&64&Yes&1x USB 2.0, 2x USB 3.2 Gen 1&1x HDMI 1.4&1x Card reader&PCIe NVMe&No&39.62 cm (15.6 Inch)&1920x1080 Pixels&FHD 220nits Anti-glare&Stereo speakers&Dual Array Microphone&1 Year carry-in warranty&11ac, 2x2&v5.0&362.2 x 253.4 x 19.9 mm&1.7 Kg&Not Available&720p with Privacy Shutter&Firmware TPM 2.0&Non-backlit, English&No&Office Home and Student 2021&Integrated 45Wh Battery&2 Year warranty&Onsite&Manufacturer’s warranty against faulty workmanship or defective parts&(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty&2 Year"
23,"HP Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) 255 G8 Notebook  (15.6 Inch, Jet Black, 2.5 Kg)",21999," &Laptop, Power Adapter, User Guide&255 G8&6X4B2PA&255 G8&Jet Black&Notebook&Everyday Use&Upto 4 Hours&No&AMD&Athlon Dual Core&Yes&256 GB&4 GB&DDR4&3050U&Base Frequency 2.3 GHz, Max Turbo Frequency Upto 3.2GHz&NA&2&DOS&No&39.62 cm (15.6 Inch)&1366 x 768 Pixels&HD&Yes&40 x 28 x 6 cm&2.5 Kg&Not Available&Yes&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
24,"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN|81X800N2IN Thin and Light Laptop  (15.6 Inch, Grey, 1.7 Kg, With MS Office)",36990," &Laptop, Power Adaptor, User Guide, Warranty Documents&81X800J3IN|81X800LGIN|81X800N2IN&81X800J3IN|81X800LGIN|81X800N2IN&15ITL05&IdeaPad Slim 3 Intel&Grey&Thin and Light Laptop&Processing & Multitasking&Upto 8 Hours&65W Round Tip&Yes&Intel&Core i3&11th Gen&Yes&512 GB&8 GB&DDR4&1115G4&Intel SoC Platform&4.1&2&16GB&2666 MHz&6&Intel Integrated UHD Graphics&2&NA&64 bit&Windows 11 Home&Windows 11 Home&64&Yes&1x USB 2.0, 2x USB 3.2 Gen 1&1x HDMI 1.4&1x Card reader&PCIe NVMe&No&39.62 cm (15.6 Inch)&1920x1080 Pixels&FHD 220nits Anti-glare&Stereo speakers&Dual Array Microphone&1 Year carry-in warranty&11ac, 2x2&v5.0&362.2 x 253.4 x 19.9 mm&1.7 Kg&Not Available&720p with Privacy Shutter&Firmware TPM 2.0&Non-backlit, English&No&Office Home and Student 2021&Integrated 45Wh Battery&2 Year warranty&Onsite&Manufacturer’s warranty against faulty workmanship or defective parts&(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty&2 Year"
25,"HP Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) 14s - dy2507TU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 Kg, With MS Office)",36990," &Laptop, Power Adapter, User Guide, Warranty Documents&14s - dy2507TU&6N024PA#ACJ&14s - dy2507TU&Intel&Natural Silver&Thin and Light Laptop&Entertainment, Performance, Processing & Multitasking&3&Yes&Intel&Core i3&11th Gen&Yes&256 GB&8 GB&DDR4&1115G4&Up to 4.1 GHz&3200 MHz&6&Intel Integrated UHD Graphics&2&64 bit&Windows 11 Home&Windows 11 Home&64&Yes&1x SuperSpeed USB Type-C 5 Gbps signaling rate, 2x SuperSpeed USB Type-A 5Gbps signaling rate&1x HDMI 2.1, 1x HDMI 1.4b&1x multi-format SD media card reader&PCIe NVMe&No&35.56 cm (14 inch)&1920 x 1080 Pixel&FHD, LED, micro-edge, anti-glare (Brightness: 250 nits, 157 ppi, Color Gamut: 45% NTSC)&Dual speakers&Integrated dual array digital microphones&Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi&v5.0&325 x 216 x 17.0 mm&1.41 Kg&Not Available&HP True Vision 720p HD camera&Full-size, Natural Silver keyboard&No&HP Imagepad with multi-touch gesture support&41 Wh Li-ion, Support battery fast charge&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
26,"ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L712WS Thin and Light Laptop  (15.6 Inch, Indie Black, 1.80 Kg, With MS Office)",63990," &Laptop, Power Adaptor, User Guide, Warranty Documents&KM513UA-L712WS&90NB0TP1-M003V0&KM513UA-L712WS&VivoBook K15 OLED&Indie Black&Thin and Light Laptop&Processing & Multitasking&65W AC Adapter&3&Yes&AMD&Ryzen 7 Octa Core&Yes&512 GB&16 GB&DDR4&AMD R7-5700U&4.3&2&12&AMD Radeon Radeon Graphics&8&64 bit&Windows 11 Home&Windows 11 Home&64&Yes&1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A&1x HDMI 1.4&1x Micro SD card reader&NVMe PCIe&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixels&FHD (1920 x 1080) OLED 16:9 aspect ratio, Glossy display, 0.2ms response time, 600nits HDR peak Brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion Color depth, PANTONE Validated, 70% less harmful blue light, TUV Rheinland-certified, 85�% Screen-to-body ratio&Built-in speaker&Built-in microphone&Wi-Fi 6(802.11ax)&v5.0&359.8 x 235.3 x 18.6 mm&1.80 Kg&Not Available&720p HD camera&Yes&Backlit Chiclet Keyboard with Num-key&Yes&42WHrs, 3S1P, Li-ion battery&1 Year onsite warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
27,"ASUS Vivobook S 14 Intel EVO H-Series Core i5 12th Gen 12500H - (8 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY521WS Thin and Light Laptop  (14 Inch, Neutral Grey, 1.50 Kg, With MS Office)",65990," &Laptop, battery, power adapter, user guide&S3402ZA-LY521WS&90NB0WE1-M00P70&S3402ZA-LY521WS&Vivobook S 14 Intel EVO H-Series&Neutral Grey&Thin and Light Laptop&Processing & Multitasking&3 Cell&Yes&Intel&Core i5&12th Gen&Yes&512 GB&8 GB&DDR4&12500H&2.5 GHz with Max Turbo Boost Frequency Up to 4.50 GHz&12&Intel Integrated Iris Xe&NA&Windows 11 Home&1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 supports display / power delivery&No&35.56 cm (14 Inch)&1920 x 1200 Pixel&WUXGA, 16:10 aspect ratio, LED Backlit, IPS-level Panel, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display&Built-in Speakers&Yes&Wi-Fi 6E(802.11ax) (Dual band) 2*2&v5.0&316.4 x 224.5 x 18.9 mm&1.50 Kg&Not Available&720p HD camera With privacy shutter&Yes&Backlit Chiclet Keyboard&Yes&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
28,"HP 247 G8 Athlon Dual Core - (8 GB/1 TB HDD/Windows 11 Home) 247 G8 Notebook Notebook  (14 inch, Black)",23490," &Laptop, Battery, Power Adaptor, User Guide, Warranty Documents&247 G8 Notebook&67U77PA&247 G8 Notebook&247 G8&Black&Notebook&Everyday Use&4 HR&No&AMD&Athlon Dual Core&No&8 GB&DDR4&1 TB&AMD Radeon&Windows 11 Home&Windows 11 Home&32&No&35.56 cm (14 inch)&?1366 x 768 pixel&v5.0&No&Not Available&Windows&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage"
29,"Acer One Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Light Laptop  (14 Inch, Silver, 1.49 Kg)",28490," &Laptop, Power Adaptor, User Guide, Warranty Documents&AO 14 Z 8-415&UN.599SI.011|UN.599SI.016|UN.599SI.011&Z8-415&One&Silver&Thin and Light Laptop&Entertainment, Performance, Processing & Multitasking&45 W Power Adapter&2 Cell&No&DDR4&Intel&Core i3&11th Gen&Yes&512 GB&8 GB&DDR4&1115G4&3.00GHz Upto 4.10GHz&Upto 32 GB&Intel Integrated Integrated&64 bit&Windows 11 Home&Windows 11 Home&64 bit&2 x USB 3.2 Gen 1 Type A, 1 x USB 3.2 Gen 1 Type C&1 x HDMI 2.0 Port&No&35.56 cm (14 Inch)&1920 x 1080 Pixel&Full HD&802.11 ax&v5.0&Gigabit Ethernet&323 x 221 x 21.6&1.49 Kg&Not Available&HD webcam with Privacy Camera Physical Shutter&Isolated Keys keyboard&No&Touchpad with multi gesture and scrolling function&45.5 Wh Li-ion Battery&1 Year Warranty&Onsite&Manufacturing Defects&Physical damage&1 Year"
30,"ASUS Vivobook 14 Core i3 11th Gen 1115G4 - (16 GB/512 GB SSD/Windows 11 Home) X415EA-EK344WS Thin and Light Laptop  (14 Inch, Transparent Silver, 1.60 kg, With MS Office)",42990," &Laptop, Power Adaptor, User Guide, Warranty Documents&X415EA-EK344WS&90NB0TT1-M01S60&X415EA-EK344WS&Vivobook 14&Transparent Silver&Thin and Light Laptop&Everyday Use, Processing & Multitasking&Yes&Intel&Core i3&11th Gen&Yes&512 GB&16 GB&DDR4&1115G4&Base Frequency 3.0 GHz, Max Turbo Boost at 4.1 GHz&3&6 MB&Intel Integrated UHD&2&Windows 11 Home&Windows 11&Yes&1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A&1 x HDMI 1.4&M.2 NVMe PCIe 3.0&No&35.56 cm (14 Inch)&1920 x 1080 Pixels&Full HD, Anti-glare Display, LED Backlit LCD, Refresh Rate: 60Hz, Brightness: 220nits, 45% NTSC Color Gamut, Screen-to-Body Ratio: 82%&Built-in Speakers&Built-n Microphone&SonicMaster&Wi-Fi 5(802.11ac) (Dual Band) 1 x 1&v5.1&325.4 x 216.0 x 19.9 mm&1.60 kg&Not Available&VGA camera&Fingerprint Sensor Integrated with Touchpad, McAfee LiveSafe, BIOS Booting User Password Protection, Trusted Platform Module (Firmware TPM)&Silver Chiclet Keyboard&Microsoft Office Home & Student 2021&1 Year Onsite Warranty&Onsite&Manufacturing Damage&Physical Damage&1 Year"
31,"Avita SATUS S111 Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-CS Laptop  (14.1 Inch, Cloud Silver)",16490," &Laptop, Power Adaptor, User Guide, Warranty Documents&NU14A1INC43PN-CS&NU14A1INC43PN-CS&SATUS ULTIMUS S111&SATUS S111&Cloud Silver&Laptop&Processing & Multitasking&Upto 8 Hours&No&Intel&Celeron Dual Core&Yes&128 GB&4 GB&DDR4&N4020&Intel Integrated UHD Graphics&64 bit&Windows 11 Home&Windows 11 Home&64&1 x USB 2.0, 1 x USB 3.0&1 x mini HDMI C Type&No&35.81 cm (14.1 Inch)&1920 x 1080 Pixels&FHD, IPS&Yes&Yes&802.11a/b/g/n&v4.0&Not Available&2 MP&1 Year Onsite Warranty&CARRY-IN&Manufacturing Defects and Battery & Adaptor warranty up to 6 months&Physical Damage&12 Months"
32,"Acer Extensa (2023) Intel Core i3 12th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) EX215-33 Thin and Light Laptop  (15.6 Inch, Pure Silver, 1.7 Kg, With MS Office)",34990," &Laptop, Power Adaptor, User Guide, Warranty Documents&EX215-33&UN.EH6SI.003|NX.EH6SI.003|UN.EH6SI.009&EX215-33&Extensa (2023) Intel&Pure Silver&Thin and Light Laptop&Processing & Multitasking&3-pin 45 W AC adapter&3 Cell&Yes&Intel&Core i3&12th Gen&Yes&512 GB&8 GB&LPDDR5&N305&Max Turbo Frequency Upto 3.80 GHz&Intel Integrated UHD&64 bit&Windows 11 Home&Windows 11 Home&64 bit&2 x USB 3.2 Gen 1 Port, 1 x USB Type-C Port&1 x HDMI 2.1&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&Full HD&Two built-in front facing stereo speakers&WIFI6&v5.1&362.9 x 237.5 x 18.9mm&1.7 Kg&Not Available&T-Type HD camera&99-/100-/103-key Acer keyboard layout with international language support&No&Multi-gesture touchpad, supporting two-finger scroll; pinch; gestures to open Cortana, Action Center, multitasking; application commands&40 Wh Li-ion battery&1 Year International Travelers Warranty&Onsite&Manufacturing Defects&Physical damage&1 Year"
33,"Infinix ZEROBOOK 13 Intel Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin and Light Laptop  (15.6 inch, Grey With Meteorite Phase Design, 1.80 Kg, With MS Office)",76990," &1 Laptop :: 1 Power Adaptor:: 1 User Guide:: 1 Warranty Documents&ZL513&71008301277&ZL513&ZEROBOOK 13 Intel&Grey With Meteorite Phase Design&Thin and Light Laptop&Processing & Multitasking&Upto 10 Hours&Yes&Intel&Core i7&13th Gen&Yes&1 TB&32 GB&LPDDR5X&13700H&Max Turbo Frequency up to 5.00 GHz&Intel Integrated 96EU Iris Xe&Windows 11 Home&Yes, 2 x USB 3.0, 2 x USB-C type&1 x HDMI 1.4&No&39.62 cm (15.6 inch)&1920 x 1080 Pixel&Full HD, IPS Display (400nits peak brightness, 100% sRGB, NTSC 72%)&Yes&Yes&2x2 Wi-Fi 6E R2(tri-band)&v5.2&323.3 x 211.1 x 16.95 mm&1.80 Kg&Not Available&Mi-Pi AI-enhanced FHD BeautyCam&Yes&Full-size Backlit Chiclet Keyboard&Yes&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage"
34,"APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A  (13.3 inch, Space Grey, 1.29 kg)",82588," &MacBook Air, 30 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents&MGN63HN/A&MGN63HN/A&2020 Macbook Air&Space Grey&Thin and Light Laptop&Processing & Multitasking&Upto 15 Hours&30 W AC Adapter&No&Apple&M1&Yes&256 GB&8 GB&DDR4&Apple M1 Chip&Upto 16 GB&NA&8&Mac OS Big Sur&Yes&2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps))&No&33.78 cm (13.3 inch)&2560 x 1600 Pixel&Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology)&Built-in Speakers&Three-mic Array with Directional Beamforming&Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos Playback&IEEE 802.11ax (Wi-Fi 6)&v5.0&30.41 cm x 1.61 cm x 21.24 cm&1.29 kg&Not Available&720p FaceTime HD Webcam&Backlit Magic Keyboard&Force Touch Trackpad&Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player&49.9 WHr Li-polymer Battery&1 Year Limited Warra­nty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
35,"DELL Inspiron Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.8 Kgs, With MS Office)",55390," &Laptop, battery, adapter, cables and user manuals&INSPIRON 3511&D560659WIN9S&INSPIRON 3511&Inspiron&Platinum Silver&Thin and Light Laptop&Everyday Use, Processing & Multitasking&Upto 7 hours&3&Yes&Intel&Core i5&11th Gen&Yes&512 GB&16 GB&DDR4&1135G7&4.2&2&16&2666 MHz&8&Intel Integrated UHD Graphics&4&64 bit&Windows 11 Home&Windows 11&64&Yes&No&2x USB 3.2 Gen1 ,1x USB 2.0&1x HDMI 1.4&1x SD Media Card Reader&M.2 SATA&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&FHD WVA AG Narrow Border&Yes&Yes&Waves Maxx Audio Pro&802.11ac&v5.0&Yes&189 X 358 X 23.5 mm&1.8 Kgs&Not Available&HD&Kensington Lock Port&English International Backlit Keyboard&Yes&Touchpad&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Accidental Damage&1 Year"
36,"HP Victus Gaming Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) 15-fb0131AX Gaming Laptop  (15.6 Inch, Mica Silver, 2.37 Kg)",54990," &Laptop, battery, power adapter, user guide&15-fb0131AX&87B77PA#ACJ&15-fb0131AX&Victus Gaming&Mica Silver&Gaming Laptop&Gaming&3 Cell&No&GDDR6&4 GB&AMD&Ryzen 5 Hexa Core&Yes&512 GB&8 GB&DDR4&5600H&3.3GHz Upto max turbo frequency at 4.2 GHz&NVIDIA GeForce GTX 1650&Windows 11 Home&1 x USB Type-C 5Gbps signaling rate, 1 x USB Type-A 5Gbps signaling rate (HP Sleep and Charge), 1 x USB Type-A 5Gbps signaling rate&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&Full HD, Refresh Rate 144Hz, 9ms Response time, IPS, micro edge, Anti-glare, Brightness 250 Nits, 141 ppi, Color Gamut 45% NTSC&Yes&Yes&144 Hz&MediaTek Wi-Fi 6E MT7922 (2x2)&v5.3&2.37 Kg&Not Available&HP Wide Vision 720p HD camera&Full-size, backlit, mica silver keyboard with numeric keypad&Yes&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage"
37,"ASUS Vivobook 15 Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ522WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 kg, With MS Office)",47990," &Laptop, Battery, Adapter, Cables and User Manuals&X515EA-EJ522WS&90NB0TY2-M00JP0&X515EA-EJ522WS&Vivobook 15&Transparent Silver&Thin and Light Laptop&Processing & Multitasking&2 Cell&Yes&Intel&Core i5&11th Gen&Yes&512 GB&8 GB&DDR4&1135G7&2.4 GHz upto max turbo frequency at 4.2 Ghz&NA&8&Intel Integrated Iris Xe&4&NA&64 bit&Windows 11 Home&Windows 11 Home&Yes&1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A&1 x HDMI 1.4 port&PCIe NVMe M.2&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&Full HD 16:9 Aspect ratio, LCD Backlit, 200nits, 45% NTSC Color Gamut, Anti-glare display&Built-in Speaker&Built-in Microphone&Wi-Fi 5(802.11ac) (Dual band) 1x1&v4.1&360 x 235 x 19.9 mm&1.80 kg&Not Available&VGA camera&Yes&Chiclet Keyboard with Num-key&No&37 WHrs Li-ion Battery&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
38,"Lenovo IdeaPad Slim 3 Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 Kg, With MS Office)",44990," &Laptop, Power Adapter, User Guide, Warranty Documents&15ITL6&82H803HQIN/82H803TVIN&15ITL6&IdeaPad Slim 3&Arctic Grey&Thin and Light Laptop&Processing & Multitasking&Up to 12 hours&65W Round Tip (2-pin, Wall-mount)&Yes&Intel&Core i5&11th Gen&Yes&512 GB&8 GB&DDR4&1135G7&Intel SoC Platform&4.2&16GB&3200 MHz&8&Intel Integrated Iris Xe Graphics&4&NA&64 bit&Windows 11 Home&Windows 11 Home&64&Yes&1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1 (support data transfer only)&1x HDMI 1.4b&1x 4-in-1 Card Reader&PCIe NVMe&No&39.62 cm (15.6 inch)&1920 x 1080 Pixel&FHD, (TN 250 nits Anti-glare)&Built-in Stereo Speakers&Dual Array Microphone&High Definition (HD) Audio, Realtek ALC3287 codec&Wi-Fi 6 11ax, 2x2&v5.2&359.2 x 236.5 x 19.9 mm&1.65 Kg&Not Available&HD 720p with Privacy Shutter&Firmware TPM 2.0&English&No&Integrated 45Wh&1Year Onsite warranty&Onsite&Manufacturing Defects&Physical Damage&2 Year"
39,"HP Pavilion Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 Kg, With MS Office)",65849," &Laptop, Power Adapter, User Guide, Warranty Documents&14-dv2014TU&6K9C3PA#ACJ&14-dv2014TU&Pavilion Intel&Natural Silver&Thin and Light Laptop&Entertainment, Performance&3&Yes&Intel&Core i5&12th Gen&Yes&512 GB&16 GB&DDR4&1235U&Upto 4.4 GHz&3200 MHz&12&Intel Integrated UHD Graphics&10&64 bit&Windows 11 Home&Windows 11 Home&64&Yes&1x SuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 2x SuperSpeed USB Type-A 5Gbps signaling rate&1x HDMI 2.1&PCIe NVMe&No&35.56 cm (14 inch)&1920 x 1080 Pixels&FHD, IPS, micro-edge, BrightView (Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC)&Dual speakers&Integrated dual array digital Microphone&Audio by B&O&MediaTek Wi-Fi 6 MT7921 (2x2)&v5.2&325 x 216 x 17.0 mm&1.41 Kg&Not Available&HP Wide Vision 720p HD camera with temporal noise reduction&Yes&Full-size, backlit, Natural Silver keyboard&Yes&HP Imagepad with multi-touch gesture support&Microsoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart&43 Wh Li-ion, Support battery fast charge&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
40,"ASUS VivoBook 14 (2021) Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and Light Laptop  (14 inch, Transparent Silver, 1.60 kg)",25990," &Laptop, Power Adaptor, User Guide, Warranty Documents&X415MA-BV011W&90NB0TG1-M002R0&X415MA-BV011W&VivoBook 14 (2021)&Transparent Silver&Thin and Light Laptop&Processing & Multitasking&33W AC Adapter&2 cell&No&Intel&Celeron Dual Core&Yes&256 GB&4 GB&DDR4&N4020&1.1 GHz upto max turbo frequency at 2.8 Ghz&NA&4&Intel Integrated UHD&2&NA&64 bit&Windows 11 Home&Windows 11 Home&Yes&1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A&1 x HDMI 1.4&No&35.56 cm (14 inch)&1366 x 768 Pixel&LCD&Built-in Speaker&Built-in Microphone&SonicMaster&Wi-Fi 5(802.11ac)&v4.1&325.4 x 216 x 19.9 mm&1.60 kg&Not Available&VGA camera&Yes&Chiclet Keyboard&No&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
41,"ASUS Vivobook 16 (2023) Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) M1605YA-MB542WS Laptop  (16 Inch, Cool Silver, 1.88 Kg, With MS Office)",59990," &Laptop, battery, power adapter, user guide&M1605YA-MB542WS&90NB10R2-M00AX0&M1605YA-MB542WS&Vivobook 16 (2023)&Cool Silver&Laptop&Processing & Multitasking&3 Cell&Yes&AMD&Ryzen 5 Hexa Core&Yes&512 GB&16 GB&DDR4&7530U&2.0 GHz upto max turbo frequency at 4.5 Ghz&AMD Radeon AMD&Windows 11 Home&1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C support power delivery, 2 x USB 3.2 Gen 1 Type-A&No&40.64 cm (16 Inch)&1920 x 1200 Pixel&WUXGA, 16:10 aspect ratio, LED Backlit, IPS-level Panel, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display&Built-in Speakers&Yes&Wi-Fi 6E(802.11ax) (Dual band) 2*2&v5.0&358.7 x 249.5 x 19.9 mm&1.88 Kg&Not Available&720p HD camera With privacy shutter&Yes&Backlit Chiclet Keyboard with Num-key&Yes&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
42,"DELL Inspiron Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 kg, With MS Office)",38590," &Laptop, battery, adapter, cables and user manuals&INSPIRON 3511&D560656WIN9S&INSPIRON 3511&Inspiron&Platinum Silver&Thin and Light Laptop&Everyday Use, Processing & Multitasking&Upto 7 hours&3&Yes&Intel&Core i3&11th Gen&Yes&512 GB&8 GB&DDR4&1115G4&4.1&2&16&2666 MHz&6&Intel Integrated Intel UHD Graphics&2&64 bit&Windows 11 Home&Windows 11&64&Yes&No&2x USB 3.2 Gen1 ,1x USB 2.0&1x HDMI 1.4&1x SD Media Card Reader&NVMe&No&39.62 cm (15.6 inch)&1920x 1080 pixel&FHD WVA AG Narrow Border&Yes&Yes&Waves Maxx Audio Pro&802.11ac&v5.0&Yes&189 X 358 X 23.5 mm&1.8 kg&Not Available&HD&Kensington Lock Port&English International Non-Backlit Keyboard&No&Touchpad&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Accidental Damage&1 Year"
